INFO | Server listening on port 1883
INFO | New connection: 127.0.0.1:33018
INFO | valor: 1
INFO | valor: 2
INFO | New connection: 127.0.0.1:33026
INFO | valor: 3
INFO | valor: 4
INFO | valor: 5
INFO | valor: 6
INFO | valor: 7
INFO | New connection: 127.0.0.1:33034
INFO | valor: 8
INFO | valor: 9
INFO | valor: 10
INFO | valor: 11
INFO | Server listening on port 1883
INFO | Server listening on port 1883
INFO | Server listening on port 1883
